filename,,pic id,,length,width,area
PXL_20201223_175713470.jpg,,1,1,206.4039687,51.92371797,6089.358928
PXL_20201223_175851784.jpg,,2,2,187.948042,48.42247317,6533.454468
PXL_20201223_175950974.jpg,,3,3,144.7834566,72.65200421,7869.077684
PXL_20201223_180037122.jpg,,4,4,210.0414537,103.2919412,13189.60075
PXL_20201223_180127238.jpg,,5,5,252.6644844,70.25265982,8441.057398
PXL_20201223_180322359.jpg,,6,6,177.408881,33.11197088,3751.163698
PXL_20201223_180355654.jpg,,7,7,186.8442559,56.90943431,7772.683027
PXL_20201223_180443749.jpg,,8,8,281.6542097,63.89818897,8401.523966
PXL_20201223_180539309.jpg,,9,9,229.5454681,52.64181036,6104.63479
PXL_20201223_180603417.jpg,,10,10,189.3943003,38.98154463,5269.641157
PXL_20201223_180642919.jpg,,11,11,191.0986333,43.31722515,5919.997262
PXL_20201223_180716002.jpg,,12,12,216.4458015,46.75081267,5898.13919
PXL_20201223_180745440.jpg,,13,13,197.1668268,56.43183888,7157.322784
PXL_20201223_180819583.jpg,,14,14,117.7746965,35.31525774,3264.718299
PXL_20201223_180903711.jpg,,15,15,249.1420031,37.9266481,4615.57931
PXL_20201223_180937937.jpg,,16,16,215.2791709,54.25494072,7614.662521
PXL_20201223_181016995.jpg,,17,17,134.4647831,68.60220318,2813.271089
PXL_20201223_181050833.jpg,,18,18,198.3840935,69.62682886,8122.091898
PXL_20201223_181121589.jpg,,19,19,210.3675673,40.44479652,6086.017803
PXL_20201223_181149482.jpg,,20,20,122.6149473,32.67173498,3205.150169
PXL_20201223_181217987.jpg,,21,21,122.1840135,70.66716705,5725.480349
PXL_20201223_181245454.jpg,,22,22,182.0229926,36.2287513,4602.300296
PXL_20201223_181314469.jpg,,23,23,186.257547,47.8557262,4337.783279
PXL_20201223_181345981.jpg,,24,24,221.9461097,34.12520105,3820.567069
PXL_20201223_181424843.jpg,,25,25,141.7583834,32.75560646,2607.250322
PXL_20201223_181503658.jpg,,26,26,166.7856632,51.683276,6059.448491
PXL_20201223_181535685.jpg,,27,27,173.4727098,69.14890673,3782.769613
PXL_20201223_181559669.jpg,,28,28,152.2168687,37.29002357,3864.495528
PXL_20201223_181634752.jpg,,29,29,192.2833886,35.41370928,3740.603402
PXL_20201223_181702306.jpg,,30,30,105.5352815,34.47040195,2051.839686
PXL_20201223_181734434.jpg,,31,31,132.7638084,25.97690966,2339.212651
PXL_20201223_181808782.jpg,,32,32,178.2635464,59.07350175,3487.979684
PXL_20201223_181843830.jpg,,33,33,159.3695195,58.77930552,6868.705878
PXL_20201223_182035564.jpg,,34,34,127.4968852,40.89349109,3337.790789
PXL_20201223_182108354.jpg,,35,35,124.0126751,39.22792521,3191.029469
PXL_20201223_182134388.jpg,,36,36,144.2916518,53.36021057,5561.867186
PXL_20201223_182159185.jpg,,37,37,171.5567096,35.09320322,3940.569966
PXL_20201223_182227334.jpg,,38,38,105.5645011,54.77608137,4041.535428
PXL_20201223_182300524.jpg,,39,39,106.5959269,43.52861432,3347.744004
PXL_20201223_182336379.jpg,,40,40,184.7647841,43.16151821,3893.228155
PXL_20201223_182412481.jpg,,41,41,68.0625968,55.76188449,2823.530696
PXL_20201223_185618063.jpg,,42,42,169.0849537,86.50526158,10753.28174
PXL_20201223_185711599.jpg,,43,43,282.0699754,53.87981049,8296.66553
PXL_20201223_185752662.jpg,,44,44,221.5269411,64.80448458,7360.917246
PXL_20201223_185827469.jpg,,45,45,182.9200108,48.95351003,5016.84491
PXL_20201223_185857450.jpg,,46,46,132.6680873,43.20271823,4681.904974
PXL_20201223_185929120.jpg,,47,47,156.9513146,40.33232612,3685.927447
PXL_20201223_190000637.jpg,,48,48,146.4088279,42.57243441,3717.62759
PXL_20201223_190024292.jpg,,49,49,178.8590142,35.66273324,4307.878493
PXL_20201223_190056884.jpg,,50,50,186.930876,50.68102596,7399.106137
PXL_20201223_190233322.jpg,,51,51,194.2926266,52.05833108,6786.994802
PXL_20201223_190300286.jpg,,52,52,182.2940436,41.847209,4746.656009
PXL_20201223_190328507.jpg,,53,53,183.2954899,45.22738191,4226.522477
PXL_20201223_190400491.jpg,,54,54,187.6510593,45.57001273,3219.661701
PXL_20201223_190439833.jpg,,55,55,146.3223397,39.78164482,3308.29187
PXL_20201223_190855970.jpg,,56,56,182.3624341,28.93076537,2811.131607
PXL_20201223_190926513.jpg,,57,57,223.7441023,26.03901407,2957.933329
PXL_20201223_191018405.jpg,,58,58,173.5102707,27.92865186,2781.199374
PXL_20201223_191109435.jpg,,59,59,152.6055373,32.59575188,3031.485883
PXL_20201223_191137841.jpg,,60,60,167.9479147,41.22942926,4720.382674
PXL_20201223_191207002.jpg,,61,61,233.3299018,47.07394229,6920.75847
PXL_20201223_191241677.jpg,,62,62,222.9602698,67.83811841,7483.07196
PXL_20201223_191315131.jpg,,63,63,173.7782362,37.76828077,4164.799985
PXL_20201223_191344039.jpg,,64,64,170.3946091,33.47707913,3256.331217
PXL_20201223_191416486.jpg,,65,65,179.5072601,43.73739484,3302.390965
PXL_20210104_190439725.jpg,B,1,B01,293.4873211,111.2610173,23848.9731
PXL_20210104_190618683.jpg,B,2,B02,269.548658,105.6382204,18588.79029
PXL_20210104_190655076.jpg,B,3,B03,245.8588223,70.91287175,12953.37893
PXL_20210104_190734469.jpg,B,4,B04,239.9875412,94.33312727,17618.51478
PXL_20210104_190823580.jpg,B,5,B05,259.089423,72.14036452,13246.10799
PXL_20210104_190859108.jpg,B,6,B06,265.0327724,66.06643847,11806.65108
PXL_20210104_190929660.jpg,B,7,B07,240.2767335,64.02630943,11826.91044
PXL_20210104_191001157.jpg,B,8,B08,212.5156296,39.76947885,4183.340453
PXL_20210104_191029269.jpg,B,9,B09,172.4798898,65.70273257,5057.503529
PXL_20210104_191055053.jpg,B,10,B10,140.2737812,47.82098358,3631.781238
PXL_20210104_191122819.jpg,B,11,B11,163.98497,58.83989115,6603.136299
PXL_20210104_191301965.jpg,B,12,B12,109.4563386,37.3031561,2417.782221
PXL_20210104_191332333.jpg,B,13,B13,256.8702846,57.72011944,6567.720577
PXL_20210104_191419921.jpg,B,14,B14,110.657954,92.21178981,7158.007627
PXL_20210104_191454387.jpg,B,15,B15,179.3950184,47.4032611,4982.504945
PXL_20210104_191522018.jpg,B,16,B16,233.2998419,50.3429618,7715.200515
PXL_20210104_191552561.jpg,B,17,B17,238.8241634,78.75834081,11192.01007
PXL_20210104_191623033.jpg,B,18,B18,156.4909557,68.20144603,7732.776687
PXL_20210104_191746691.jpg,B,19,B19,209.5267627,56.55891715,8647.327553
PXL_20210104_191822014.jpg,B,20,B20,249.2071644,62.23663508,11482.3994
PXL_20210104_191851191.jpg,B,21,B21,194.679263,39.14445451,4900.950874
PXL_20210104_191918865.jpg,B,22,B22,212.6707913,44.17116481,5403.444543
PXL_20210104_191945656.jpg,B,23,B23,241.646216,76.54778105,8926.043525
PXL_20210104_192008582.jpg,B,24,B24,203.9249173,60.50165629,8560.321472
PXL_20210104_192034219.jpg,B,25,B25,259.6761026,71.07168105,10571.27692
