TYPE,WEIGHT_G,LENGTH_CM,CIRCUM_CM,CIRCUM_ACTUAL_CM,RODENT,PICTURE_ID,ADJUSTED_ID,MERGED ID,ONEKK_LENGTH,ONEKK_WIDTH,ONEKK_AREA_MM2
BEAUREGARD GENEVA - ORANGE TAG GRAY DOTTED BOX,205.5,15,21,15.5,,R9,R09,R09,163.2332153,57.55362112,7225.552389
BEAUREGARD GENEVA - ORANGE TAG GRAY DOTTED BOX,339,20,23,17.5,,R10,R10,R10,236.4647613,70.25355568,11497.78103
BEAUREGARD GENEVA - ORANGE TAG GRAY DOTTED BOX,169.2,16,19,13.5,,R11,R11,R11,175.1957535,63.30710469,6989.413443
BEAUREGARD GENEVA - ORANGE TAG GRAY DOTTED BOX,140.4,16,19,13.5,,R12,R12,R12,253.9796245,80.23959168,6642.057138
BEAUREGARD GENEVA - ORANGE TAG GRAY DOTTED BOX,280.6,17,23,17.5,,R13,R13,R13,193.4936191,68.80136624,9396.792392
BEAUREGARD GENEVA - ORANGE TAG GRAY DOTTED BOX,590,20,29.5,24,,R14,R14,R14,248.0260169,102.1942783,16180.60156
BEAUREGARD GENEVA - ORANGE TAG GRAY DOTTED BOX,139.3,14,20,14.5,,R15,R15,R15,150.7009704,52.34939191,5585.834768
BEAUREGARD GENEVA - ORANGE TAG GRAY DOTTED BOX,139.4,16,18,12.5,,R16,R16,R16,179.8558171,45.06241936,6118.279917
BEAUREGARD GENEVA - ORANGE TAG GRAY DOTTED BOX,483,23,26,20.5,,R17,R17,R17,268.7099721,84.27798161,15430.53865
BEAUREGARD GENEVA - ORANGE TAG GRAY DOTTED BOX,316.4,20,24,18.5,,R18,R18,R18,252.3674692,92.48792652,10827.27778
BEAUREGARD GENEVA - ORANGE TAG GRAY DOTTED BOX,232.4,17,21,15.5,,R19,R19,R19,186.6574377,62.97062167,8556.43736
BEAUREGARD GENEVA - ORANGE TAG GRAY DOTTED BOX,98.8,12,18.5,13,,R20,R20,R20,136.285571,44.99542359,4112.92335
BEAUREGARD GENEVA - ORANGE TAG GRAY DOTTED BOX,244.6,18,22,16.5,,R21,R21,R21,201.5021659,57.81978389,8695.743907
BEAUREGARD GENEVA - ORANGE TAG GRAY DOTTED BOX,148.1,16,19,13.5,,R22,R22,R22,194.1628274,51.00128149,6268.997331
BEAUREGARD GENEVA - ORANGE TAG GRAY DOTTED BOX,218.2,19,21,15.5,,R23,R23,R23,252.8824428,63.67816496,8615.978018
BEAUREGARD GENEVA - ORANGE TAG GRAY DOTTED BOX,286.2,18,23,17.5,,R24,R24,R24,197.6923453,66.1199066,10017.8429
BEAUREGARD GENEVA - ORANGE TAG GRAY DOTTED BOX,146.3,14,20,14.5,,R25,R25,R25,153.5710903,56.45551402,6068.425598
BEAUREGARD GENEVA - ORANGE TAG GRAY DOTTED BOX,66.9,12,16,10.5,,R26,R26,R26,203.2023134,51.75680159,3822.996232
BEAUREGARD GENEVA - ORANGE TAG GRAY DOTTED BOX,66.7,11,16,10.5,,R27,R27,R27,126.4370589,39.40112423,3217.552168
BEAUREGARD GENEVA - ORANGE TAG GRAY DOTTED BOX,132.9,21,16,10.5,,R29,R29,R29,231.4718903,43.13709805,6653.279314
BEAUREGARD GENEVA - ORANGE TAG GRAY DOTTED BOX,106.6,12,19,13.5,,R30,R30,R30,180.329162,47.63070775,4701.933523
BEAUREGARD GENEVA - ORANGE TAG GRAY DOTTED BOX,155,18,18,12.5,,R31,R31,R31,199.863535,49.92557597,6777.23223
BEAUREGARD GENEVA - ORANGE TAG GRAY DOTTED BOX,141.6,17,19,13.5,,R32,R32,R32,186.1052424,56.88380444,6002.87535
BEAUREGARD GENEVA - ORANGE TAG GRAY DOTTED BOX,83.3,13,16,10.5,,R33,R33,R33,134.4084441,41.44449826,3934.223464
BEAUREGARD GENEVA - ORANGE TAG GRAY DOTTED BOX,58,12,14.5,9,,R34,R34,R34,155.5909634,35.9486765,3126.270306
BEAUREGARD GENEVA - ORANGE TAG GRAY DOTTED BOX,42.5,11,14,8.5,,R35,R35,R35,122.4531052,32.47625141,2571.228935
BEAUREGARD GENEVA - ORANGE TAG GRAY DOTTED BOX,48,15,13,7.5,,R36,R36,R36,155.0070774,40.1142374,3075.325854
BEAUREGARD GENEVA - ORANGE TAG GRAY DOTTED BOX,39.7,13,13,7.5,,R37,R37,R37,130.8022251,45.90870158,2728.005259
BEAUREGARD GENEVA - ORANGE TAG GRAY DOTTED BOX,32.6,10,13,7.5,,R38,R38,R38,105.4787299,27.46651365,2097.71137
BEAUREGARD GENEVA - ORANGE TAG GRAY DOTTED BOX,33.5,12,13,7.5,,R39,R39,R39,121.7414277,35.39911708,2377.807056
