sample_id, picture_id, collector, timestamp, length_avg, length_var, length_cv, width_avg, width_var, width_cv
sample, /storage/emulated/0/Android/media/org.wheatgenetics.onekk/captures/sample, , 2021-05-13_10_45_18_109, 15.35, 1.4, 0.08, 7.93, 1.12, 0.13
